event_id,rate,gmpe
219,3.875849699684657e-05,ZhaoEtAl2006Asc()
220,3.1576713545539404e-05,ZhaoEtAl2006Asc()
221,2.5725683800849862e-05,ZhaoEtAl2006Asc()
222,2.095882480191792e-05,ZhaoEtAl2006Asc()
223,1.7075244354164773e-05,ZhaoEtAl2006Asc()
224,1.391127472604071e-05,ZhaoEtAl2006Asc()
225,0.00010798586894718717,ZhaoEtAl2006Asc()
226,8.797655004498552e-05,ZhaoEtAl2006Asc()
227,7.167487221502349e-05,ZhaoEtAl2006Asc()
228,5.839382545022599e-05,ZhaoEtAl2006Asc()
229,4.757369975466426e-05,ZhaoEtAl2006Asc()
230,3.875849699684657e-05,ZhaoEtAl2006Asc()
231,3.1576713545539404e-05,ZhaoEtAl2006Asc()
232,2.5725683800849862e-05,ZhaoEtAl2006Asc()
233,2.095882480191792e-05,ZhaoEtAl2006Asc()
234,1.7075244354164773e-05,ZhaoEtAl2006Asc()
235,1.391127472604071e-05,ZhaoEtAl2006Asc()
236,3.875849699684657e-05,ZhaoEtAl2006Asc()
237,3.1576713545539404e-05,ZhaoEtAl2006Asc()
238,2.5725683800849862e-05,ZhaoEtAl2006Asc()
239,2.095882480191792e-05,ZhaoEtAl2006Asc()
240,1.7075244354164773e-05,ZhaoEtAl2006Asc()
241,1.391127472604071e-05,ZhaoEtAl2006Asc()
242,3.875849699684657e-05,ZhaoEtAl2006Asc()
243,3.1576713545539404e-05,ZhaoEtAl2006Asc()
244,2.5725683800849862e-05,ZhaoEtAl2006Asc()
245,2.095882480191792e-05,ZhaoEtAl2006Asc()
246,1.7075244354164773e-05,ZhaoEtAl2006Asc()
247,1.391127472604071e-05,ZhaoEtAl2006Asc()
248,1.391127472604071e-05,ZhaoEtAl2006Asc()
249,1.391127472604071e-05,ZhaoEtAl2006Asc()
250,1.391127472604071e-05,ZhaoEtAl2006Asc()
251,3.875849699684657e-05,ZhaoEtAl2006Asc()
252,3.1576713545539404e-05,ZhaoEtAl2006Asc()
253,2.5725683800849862e-05,ZhaoEtAl2006Asc()
254,2.095882480191792e-05,ZhaoEtAl2006Asc()
255,1.7075244354164773e-05,ZhaoEtAl2006Asc()
256,1.391127472604071e-05,ZhaoEtAl2006Asc()
257,3.875849699684657e-05,ZhaoEtAl2006Asc()
258,3.1576713545539404e-05,ZhaoEtAl2006Asc()
259,2.5725683800849862e-05,ZhaoEtAl2006Asc()
260,2.095882480191792e-05,ZhaoEtAl2006Asc()
261,1.7075244354164773e-05,ZhaoEtAl2006Asc()
262,1.391127472604071e-05,ZhaoEtAl2006Asc()
263,0.00010798586894718717,ZhaoEtAl2006Asc()
264,8.797655004498552e-05,ZhaoEtAl2006Asc()
265,7.167487221502349e-05,ZhaoEtAl2006Asc()
266,5.839382545022599e-05,ZhaoEtAl2006Asc()
267,4.757369975466426e-05,ZhaoEtAl2006Asc()
268,3.875849699684657e-05,ZhaoEtAl2006Asc()
269,3.1576713545539404e-05,ZhaoEtAl2006Asc()
270,2.5725683800849862e-05,ZhaoEtAl2006Asc()
271,2.095882480191792e-05,ZhaoEtAl2006Asc()
272,1.7075244354164773e-05,ZhaoEtAl2006Asc()
273,1.391127472604071e-05,ZhaoEtAl2006Asc()
274,0.00030086171538663413,ZhaoEtAl2006Asc()
275,0.00024511332842334953,ZhaoEtAl2006Asc()
276,0.00019969487873711014,ZhaoEtAl2006Asc()
277,0.0001626922732041458,ZhaoEtAl2006Asc()
278,0.00013254609195650663,ZhaoEtAl2006Asc()
279,0.00010798586894718717,ZhaoEtAl2006Asc()
280,8.797655004498552e-05,ZhaoEtAl2006Asc()
281,7.167487221502349e-05,ZhaoEtAl2006Asc()
282,5.839382545022599e-05,ZhaoEtAl2006Asc()
283,4.757369975466426e-05,ZhaoEtAl2006Asc()
284,3.875849699684657e-05,ZhaoEtAl2006Asc()
285,3.1576713545539404e-05,ZhaoEtAl2006Asc()
286,2.5725683800849862e-05,ZhaoEtAl2006Asc()
287,2.095882480191792e-05,ZhaoEtAl2006Asc()
288,1.7075244354164773e-05,ZhaoEtAl2006Asc()
289,1.391127472604071e-05,ZhaoEtAl2006Asc()
290,0.00030086171538663413,ZhaoEtAl2006Asc()
291,0.00024511332842334953,ZhaoEtAl2006Asc()
292,0.00019969487873711014,ZhaoEtAl2006Asc()
293,0.0001626922732041458,ZhaoEtAl2006Asc()
294,0.00013254609195650663,ZhaoEtAl2006Asc()
295,0.00010798586894718717,ZhaoEtAl2006Asc()
296,8.797655004498552e-05,ZhaoEtAl2006Asc()
297,7.167487221502349e-05,ZhaoEtAl2006Asc()
298,5.839382545022599e-05,ZhaoEtAl2006Asc()
299,4.757369975466426e-05,ZhaoEtAl2006Asc()
300,3.875849699684657e-05,ZhaoEtAl2006Asc()
301,3.1576713545539404e-05,ZhaoEtAl2006Asc()
302,2.5725683800849862e-05,ZhaoEtAl2006Asc()
303,2.095882480191792e-05,ZhaoEtAl2006Asc()
304,1.7075244354164773e-05,ZhaoEtAl2006Asc()
305,1.391127472604071e-05,ZhaoEtAl2006Asc()
306,0.00030086171538663413,ZhaoEtAl2006Asc()
307,0.00024511332842334953,ZhaoEtAl2006Asc()
308,0.00019969487873711014,ZhaoEtAl2006Asc()
309,0.0001626922732041458,ZhaoEtAl2006Asc()
310,0.00013254609195650663,ZhaoEtAl2006Asc()
311,0.00010798586894718717,ZhaoEtAl2006Asc()
312,8.797655004498552e-05,ZhaoEtAl2006Asc()
313,7.167487221502349e-05,ZhaoEtAl2006Asc()
314,5.839382545022599e-05,ZhaoEtAl2006Asc()
315,4.757369975466426e-05,ZhaoEtAl2006Asc()
316,3.875849699684657e-05,ZhaoEtAl2006Asc()
317,3.1576713545539404e-05,ZhaoEtAl2006Asc()
318,2.5725683800849862e-05,ZhaoEtAl2006Asc()
319,2.095882480191792e-05,ZhaoEtAl2006Asc()
320,1.7075244354164773e-05,ZhaoEtAl2006Asc()
321,1.391127472604071e-05,ZhaoEtAl2006Asc()
322,0.00030086171538663413,ZhaoEtAl2006Asc()
323,0.00024511332842334953,ZhaoEtAl2006Asc()
324,0.00019969487873711014,ZhaoEtAl2006Asc()
325,0.0001626922732041458,ZhaoEtAl2006Asc()
326,0.00013254609195650663,ZhaoEtAl2006Asc()
327,0.00010798586894718717,ZhaoEtAl2006Asc()
328,8.797655004498552e-05,ZhaoEtAl2006Asc()
329,7.167487221502349e-05,ZhaoEtAl2006Asc()
330,5.839382545022599e-05,ZhaoEtAl2006Asc()
331,4.757369975466426e-05,ZhaoEtAl2006Asc()
332,3.875849699684657e-05,ZhaoEtAl2006Asc()
333,3.1576713545539404e-05,ZhaoEtAl2006Asc()
334,2.5725683800849862e-05,ZhaoEtAl2006Asc()
335,2.095882480191792e-05,ZhaoEtAl2006Asc()
336,1.7075244354164773e-05,ZhaoEtAl2006Asc()
337,1.391127472604071e-05,ZhaoEtAl2006Asc()
338,0.00010798586894718717,ZhaoEtAl2006Asc()
339,8.797655004498552e-05,ZhaoEtAl2006Asc()
340,7.167487221502349e-05,ZhaoEtAl2006Asc()
341,5.839382545022599e-05,ZhaoEtAl2006Asc()
342,4.757369975466426e-05,ZhaoEtAl2006Asc()
343,3.875849699684657e-05,ZhaoEtAl2006Asc()
344,3.1576713545539404e-05,ZhaoEtAl2006Asc()
345,2.5725683800849862e-05,ZhaoEtAl2006Asc()
346,2.095882480191792e-05,ZhaoEtAl2006Asc()
347,1.7075244354164773e-05,ZhaoEtAl2006Asc()
348,1.391127472604071e-05,ZhaoEtAl2006Asc()
349,3.875849699684657e-05,ZhaoEtAl2006Asc()
350,3.1576713545539404e-05,ZhaoEtAl2006Asc()
351,2.5725683800849862e-05,ZhaoEtAl2006Asc()
352,2.095882480191792e-05,ZhaoEtAl2006Asc()
353,1.7075244354164773e-05,ZhaoEtAl2006Asc()
354,1.391127472604071e-05,ZhaoEtAl2006Asc()
355,3.875849699684657e-05,ZhaoEtAl2006Asc()
356,3.1576713545539404e-05,ZhaoEtAl2006Asc()
357,2.5725683800849862e-05,ZhaoEtAl2006Asc()
358,2.095882480191792e-05,ZhaoEtAl2006Asc()
359,1.7075244354164773e-05,ZhaoEtAl2006Asc()
360,1.391127472604071e-05,ZhaoEtAl2006Asc()
361,1.391127472604071e-05,ZhaoEtAl2006Asc()
362,3.875849699684657e-05,ZhaoEtAl2006Asc()
363,3.1576713545539404e-05,ZhaoEtAl2006Asc()
364,2.5725683800849862e-05,ZhaoEtAl2006Asc()
365,2.095882480191792e-05,ZhaoEtAl2006Asc()
366,1.7075244354164773e-05,ZhaoEtAl2006Asc()
367,1.391127472604071e-05,ZhaoEtAl2006Asc()
368,3.875849699684657e-05,ZhaoEtAl2006Asc()
369,3.1576713545539404e-05,ZhaoEtAl2006Asc()
370,2.5725683800849862e-05,ZhaoEtAl2006Asc()
371,2.095882480191792e-05,ZhaoEtAl2006Asc()
372,1.7075244354164773e-05,ZhaoEtAl2006Asc()
373,1.391127472604071e-05,ZhaoEtAl2006Asc()
374,0.00010798586894718717,ZhaoEtAl2006Asc()
375,8.797655004498552e-05,ZhaoEtAl2006Asc()
376,7.167487221502349e-05,ZhaoEtAl2006Asc()
377,5.839382545022599e-05,ZhaoEtAl2006Asc()
378,4.757369975466426e-05,ZhaoEtAl2006Asc()
379,3.875849699684657e-05,ZhaoEtAl2006Asc()
380,3.1576713545539404e-05,ZhaoEtAl2006Asc()
381,2.5725683800849862e-05,ZhaoEtAl2006Asc()
382,2.095882480191792e-05,ZhaoEtAl2006Asc()
383,1.7075244354164773e-05,ZhaoEtAl2006Asc()
384,1.391127472604071e-05,ZhaoEtAl2006Asc()
385,0.00030086171538663413,ZhaoEtAl2006Asc()
386,0.00024511332842334953,ZhaoEtAl2006Asc()
387,0.00019969487873711014,ZhaoEtAl2006Asc()
388,0.0001626922732041458,ZhaoEtAl2006Asc()
389,0.00013254609195650663,ZhaoEtAl2006Asc()
390,0.00010798586894718717,ZhaoEtAl2006Asc()
391,8.797655004498552e-05,ZhaoEtAl2006Asc()
392,7.167487221502349e-05,ZhaoEtAl2006Asc()
393,5.839382545022599e-05,ZhaoEtAl2006Asc()
394,4.757369975466426e-05,ZhaoEtAl2006Asc()
395,3.875849699684657e-05,ZhaoEtAl2006Asc()
396,3.1576713545539404e-05,ZhaoEtAl2006Asc()
397,2.5725683800849862e-05,ZhaoEtAl2006Asc()
398,2.095882480191792e-05,ZhaoEtAl2006Asc()
399,1.7075244354164773e-05,ZhaoEtAl2006Asc()
400,1.391127472604071e-05,ZhaoEtAl2006Asc()
401,0.00030086171538663413,ZhaoEtAl2006Asc()
402,0.00024511332842334953,ZhaoEtAl2006Asc()
403,0.00019969487873711014,ZhaoEtAl2006Asc()
404,0.0001626922732041458,ZhaoEtAl2006Asc()
405,0.00013254609195650663,ZhaoEtAl2006Asc()
406,0.00010798586894718717,ZhaoEtAl2006Asc()
407,8.797655004498552e-05,ZhaoEtAl2006Asc()
408,7.167487221502349e-05,ZhaoEtAl2006Asc()
409,5.839382545022599e-05,ZhaoEtAl2006Asc()
410,4.757369975466426e-05,ZhaoEtAl2006Asc()
411,3.875849699684657e-05,ZhaoEtAl2006Asc()
412,3.1576713545539404e-05,ZhaoEtAl2006Asc()
413,2.5725683800849862e-05,ZhaoEtAl2006Asc()
414,2.095882480191792e-05,ZhaoEtAl2006Asc()
415,1.7075244354164773e-05,ZhaoEtAl2006Asc()
416,1.391127472604071e-05,ZhaoEtAl2006Asc()
417,0.00030086171538663413,ZhaoEtAl2006Asc()
418,0.00024511332842334953,ZhaoEtAl2006Asc()
419,0.00019969487873711014,ZhaoEtAl2006Asc()
420,0.0001626922732041458,ZhaoEtAl2006Asc()
421,0.00013254609195650663,ZhaoEtAl2006Asc()
422,0.00010798586894718717,ZhaoEtAl2006Asc()
423,8.797655004498552e-05,ZhaoEtAl2006Asc()
424,7.167487221502349e-05,ZhaoEtAl2006Asc()
425,5.839382545022599e-05,ZhaoEtAl2006Asc()
426,4.757369975466426e-05,ZhaoEtAl2006Asc()
427,3.875849699684657e-05,ZhaoEtAl2006Asc()
428,3.1576713545539404e-05,ZhaoEtAl2006Asc()
429,2.5725683800849862e-05,ZhaoEtAl2006Asc()
430,2.095882480191792e-05,ZhaoEtAl2006Asc()
431,1.7075244354164773e-05,ZhaoEtAl2006Asc()
432,1.391127472604071e-05,ZhaoEtAl2006Asc()
433,0.00030086171538663413,ZhaoEtAl2006Asc()
434,0.00024511332842334953,ZhaoEtAl2006Asc()
435,0.00019969487873711014,ZhaoEtAl2006Asc()
436,0.0001626922732041458,ZhaoEtAl2006Asc()
437,0.00013254609195650663,ZhaoEtAl2006Asc()
438,0.00010798586894718717,ZhaoEtAl2006Asc()
439,8.797655004498552e-05,ZhaoEtAl2006Asc()
440,7.167487221502349e-05,ZhaoEtAl2006Asc()
441,5.839382545022599e-05,ZhaoEtAl2006Asc()
442,4.757369975466426e-05,ZhaoEtAl2006Asc()
443,3.875849699684657e-05,ZhaoEtAl2006Asc()
444,3.1576713545539404e-05,ZhaoEtAl2006Asc()
445,2.5725683800849862e-05,ZhaoEtAl2006Asc()
446,2.095882480191792e-05,ZhaoEtAl2006Asc()
447,1.7075244354164773e-05,ZhaoEtAl2006Asc()
448,1.391127472604071e-05,ZhaoEtAl2006Asc()
449,0.00010798586894718717,ZhaoEtAl2006Asc()
450,8.797655004498552e-05,ZhaoEtAl2006Asc()
451,7.167487221502349e-05,ZhaoEtAl2006Asc()
452,5.839382545022599e-05,ZhaoEtAl2006Asc()
453,4.757369975466426e-05,ZhaoEtAl2006Asc()
454,3.875849699684657e-05,ZhaoEtAl2006Asc()
455,3.1576713545539404e-05,ZhaoEtAl2006Asc()
456,2.5725683800849862e-05,ZhaoEtAl2006Asc()
457,2.095882480191792e-05,ZhaoEtAl2006Asc()
458,1.7075244354164773e-05,ZhaoEtAl2006Asc()
459,1.391127472604071e-05,ZhaoEtAl2006Asc()
460,3.875849699684657e-05,ZhaoEtAl2006Asc()
461,3.1576713545539404e-05,ZhaoEtAl2006Asc()
462,2.5725683800849862e-05,ZhaoEtAl2006Asc()
463,2.095882480191792e-05,ZhaoEtAl2006Asc()
464,1.7075244354164773e-05,ZhaoEtAl2006Asc()
465,1.391127472604071e-05,ZhaoEtAl2006Asc()
466,3.875849699684657e-05,ZhaoEtAl2006Asc()
467,3.1576713545539404e-05,ZhaoEtAl2006Asc()
468,2.5725683800849862e-05,ZhaoEtAl2006Asc()
469,2.095882480191792e-05,ZhaoEtAl2006Asc()
470,1.7075244354164773e-05,ZhaoEtAl2006Asc()
471,1.391127472604071e-05,ZhaoEtAl2006Asc()
472,0.00010798586894718717,ZhaoEtAl2006Asc()
473,8.797655004498552e-05,ZhaoEtAl2006Asc()
474,7.167487221502349e-05,ZhaoEtAl2006Asc()
475,5.839382545022599e-05,ZhaoEtAl2006Asc()
476,4.757369975466426e-05,ZhaoEtAl2006Asc()
477,3.875849699684657e-05,ZhaoEtAl2006Asc()
478,3.1576713545539404e-05,ZhaoEtAl2006Asc()
